gene|Hydrophob-Hydrophob|StrHydrophob-StrHydrophob|Aromatic-Aromatic|Hydrophil-Hydrophil|Hydrophob-Aromatic|Hydrophob-Charged|Hydrophob-NegCharged|Hydrophob-PosCharged|PosCharged-PosCharged|NegCharged-NegCharged|FF-FY-SY-TY-HC|FF-FY-SY-HC|FF|FY|TY|SY|HC|MR|Total
P22255|7|2|2|2|5|6|4|2|0|0|1|1|0|1|0|0|0|0|15
P22256|65|32|0|3|25|24|4|20|0|0|0|0|0|0|0|0|0|1|111
P22259|72|38|6|12|39|38|16|22|1|0|6|6|1|3|2|0|0|0|146
P22333|1|1|0|1|2|3|1|2|0|0|0|0|0|0|0|0|0|0|5
P23481|0|0|0|2|0|1|1|0|0|0|0|0|0|0|0|0|0|0|3
P23482|14|10|0|0|4|2|2|0|0|0|0|0|0|0|0|0|0|0|18
P23522|3|3|0|1|1|2|2|0|1|0|0|0|0|0|0|0|0|0|6
P23538|27|7|1|18|5|23|6|17|1|1|0|0|0|0|0|0|0|0|87
P23721|50|20|3|6|20|22|5|17|1|0|2|2|0|0|1|1|1|0|103
P23827|31|7|5|0|24|3|2|1|0|0|1|1|0|1|0|0|0|0|37
P23830|56|23|5|24|33|34|8|26|3|2|3|3|0|0|3|0|0|1|134
P23837|9|3|1|1|5|2|0|2|0|0|2|2|0|0|1|1|1|0|16
P23840|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P23841|22|15|0|4|4|10|0|10|1|0|1|1|0|0|1|0|0|0|47
P23842|7|3|0|7|4|2|2|0|1|0|0|0|0|0|0|0|0|0|21
P23843|71|11|9|21|43|53|25|28|3|3|9|9|0|1|6|2|2|0|167
P23845|29|21|0|10|8|22|7|15|1|0|0|0|0|0|0|0|0|1|65
P23847|64|13|7|24|32|37|17|20|1|1|6|6|2|1|3|0|0|1|171
P23849|20|8|3|1|11|6|4|2|0|0|4|4|1|2|0|1|1|0|27
P23857|5|2|1|6|6|7|2|5|1|0|0|0|0|0|0|0|0|0|24
P23865|19|8|1|10|15|17|3|14|3|0|1|1|0|0|0|1|1|0|58
P23869|38|23|7|5|23|6|1|5|1|0|7|7|5|1|1|0|0|0|66
P23871|24|13|3|5|8|16|10|6|0|0|1|1|0|1|0|0|0|1|60
P23872|34|14|2|11|15|31|12|19|2|0|1|1|0|0|1|0|0|1|82
P23874|5|2|0|4|3|2|0|2|0|0|0|0|0|0|0|0|0|0|11
P23876|52|31|0|9|7|10|0|10|1|0|0|0|0|0|0|0|0|0|76
P23877|40|23|0|4|6|14|4|10|1|0|0|0|0|0|0|0|0|0|70
P23878|4|3|0|1|3|1|0|1|0|0|0|0|0|0|0|0|0|0|8
P23882|9|3|0|4|5|15|2|13|0|0|0|0|0|0|0|0|0|0|31
P23883|50|18|1|4|23|20|5|15|1|0|0|0|0|0|0|0|0|0|83
P23886|6|2|0|1|4|7|2|5|0|0|0|0|0|0|0|0|0|0|17
P23890|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
P23893|56|24|2|2|23|17|2|15|1|0|1|1|0|0|1|0|0|3|101
P23898|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P23908|112|52|3|12|52|49|20|29|2|3|5|5|1|1|3|0|0|0|182
P23909|54|18|2|27|21|26|5|21|4|3|2|2|0|1|1|0|0|3|129
P23910|88|39|11|9|37|23|7|16|0|1|9|9|4|3|1|1|1|0|165
P23917|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P23930|8|3|1|3|3|1|0|1|0|0|0|0|0|0|0|0|0|0|14
P24077|138|64|3|5|46|29|7|22|2|0|3|3|1|2|0|0|0|0|197
P24169|94|29|10|21|58|54|20|34|1|1|8|8|2|3|3|0|0|0|210
P24171|8|3|0|1|3|1|0|1|1|0|0|0|0|0|0|0|0|0|13
P24173|21|8|0|2|16|13|3|10|0|0|0|0|0|0|0|0|0|0|38
P24174|50|16|4|10|23|26|8|18|3|0|2|2|0|1|0|1|1|0|94
P24175|10|4|4|4|4|14|5|9|1|0|3|3|0|3|0|0|0|0|41
P24177|163|65|7|30|71|59|24|35|1|0|14|14|2|3|5|4|4|2|314
P24180|8|5|0|2|0|4|2|2|0|0|0|0|0|0|0|0|0|0|16
P24181|146|72|11|33|56|46|16|30|2|2|12|12|4|4|3|1|1|1|288
P24182|16|7|0|12|7|21|8|13|4|1|0|0|0|0|0|0|0|1|54
P24186|24|10|0|4|6|9|1|8|0|0|0|0|0|0|0|0|0|0|41
P24188|56|26|10|15|33|51|19|32|5|0|4|4|2|2|0|0|0|1|134
P24192|18|7|1|1|7|7|2|5|0|0|0|0|0|0|0|0|0|1|28
P24193|100|65|1|14|18|36|17|19|1|2|0|0|0|0|0|0|0|0|167
P24197|66|24|6|4|31|14|4|10|0|1|1|1|0|1|0|0|0|0|100
P24200|3|1|0|4|2|2|2|0|0|0|0|0|0|0|0|0|0|0|9
P24203|16|12|1|7|8|10|2|8|1|0|1|1|0|1|0|0|0|0|41
P24205|14|6|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|15
P24207|207|106|16|12|100|29|13|16|1|1|14|14|6|4|1|3|3|0|345
P24211|11|6|1|4|9|15|9|6|1|0|0|0|0|0|0|0|0|0|35
P24215|0|0|0|2|0|1|1|0|0|1|0|0|0|0|0|0|0|0|6
P24216|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P24218|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P24228|13|6|0|3|3|13|0|13|0|0|0|0|0|0|0|0|0|0|41
P24230|5|2|0|4|1|5|1|4|1|0|0|0|0|0|0|0|0|0|16
P24232|20|3|1|12|8|7|2|5|2|0|1|1|0|0|0|1|1|0|47
P24238|48|20|6|2|25|7|0|7|0|0|4|4|2|1|0|0|0|0|65
P24240|47|18|1|13|20|29|15|14|2|0|1|1|0|1|0|0|0|0|104
P24241|10|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14
P24242|14|8|2|3|8|14|4|10|0|0|1|1|0|1|0|0|0|0|36
P24554|14|6|0|1|3|9|4|5|0|0|0|0|0|0|0|0|0|0|28
P24555|38|13|3|1|23|14|8|6|0|0|5|5|1|2|0|2|2|1|66
P25397|7|6|0|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|10
P25437|24|16|3|6|15|11|5|6|1|1|5|5|1|2|1|1|1|0|46
P25516|145|58|1|37|35|59|21|38|3|5|5|5|0|1|1|1|1|1|314
P25519|40|29|1|9|6|20|11|9|0|1|1|1|1|0|0|0|0|0|73
P25522|18|13|0|3|3|9|3|6|0|0|0|0|0|0|0|0|0|0|41
P25524|22|12|2|4|9|2|0|2|0|0|1|1|0|1|0|0|0|0|36
P25526|48|21|1|11|19|19|5|14|0|0|2|2|1|0|0|1|1|0|88
P25527|237|119|7|14|84|57|23|34|3|1|9|9|1|3|2|3|3|1|369
P25534|23|9|2|7|10|21|7|14|3|0|2|2|1|0|0|0|0|0|57
P25535|46|23|2|10|17|25|7|18|2|0|0|0|0|0|0|0|0|0|96
P25539|15|6|0|1|5|11|7|4|0|0|1|1|0|0|1|0|0|1|39
P25549|138|45|11|25|66|68|32|36|2|4|4|4|3|0|1|0|0|1|270
P25550|24|5|7|7|24|29|16|13|1|0|1|1|0|0|1|0|0|0|72
P25552|9|7|0|8|2|4|0|4|1|0|0|0|0|0|0|0|0|0|23
P25553|31|7|0|13|16|18|9|9|2|0|1|1|0|0|1|0|0|0|81
P25665|34|17|1|9|14|21|8|13|0|1|0|0|0|0|0|0|0|0|72
P25666|18|7|5|7|16|3|0|3|2|0|3|3|1|2|0|0|0|0|34
P25714|4|1|0|1|4|1|0|1|0|0|1|1|0|0|1|0|0|0|6
P25718|41|8|2|3|13|10|6|4|0|0|0|0|0|0|0|0|0|0|74
P25736|1|1|0|0|1|3|2|1|0|0|0|0|0|0|0|0|0|0|5
P25737|250|103|19|14|131|45|24|21|0|0|20|20|6|8|3|3|3|0|392
P25738|2|2|1|0|2|0|0|0|0|0|1|1|1|0|0|0|0|0|4
P25740|17|6|0|8|5|14|1|13|1|0|0|0|0|0|0|0|0|0|44
P25741|8|3|0|1|3|8|5|3|0|0|0|0|0|0|0|0|0|0|20
P25742|29|13|1|7|17|24|4|20|0|0|1|1|0|1|0|0|0|0|61
P25743|24|13|1|0|4|11|4|7|0|0|0|0|0|0|0|0|0|1|46
P25744|119|52|4|12|35|35|14|21|0|0|5|5|1|3|0|1|1|0|190
P25745|51|20|4|19|17|28|11|17|5|1|5|5|0|1|1|3|3|0|101
P25746|19|13|0|2|2|5|0|5|0|0|0|0|0|0|0|0|0|0|38
P25747|33|8|5|10|22|19|5|14|2|0|3|3|0|0|1|2|2|0|69
P25748|18|12|3|2|7|13|4|9|0|0|1|1|0|1|0|0|0|0|33
P25772|17|5|0|3|7|5|1|4|0|0|0|0|0|0|0|0|0|1|36
P25798|2|0|1|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P25888|6|2|1|12|5|10|3|7|4|0|0|0|0|0|0|0|0|1|35
P25889|30|3|2|2|18|17|3|14|0|0|2|2|0|1|1|0|0|0|66
P25906|10|5|0|1|0|5|2|3|0|0|0|0|0|0|0|0|0|0|18
P26266|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|3
P26281|13|3|2|0|9|3|2|1|0|0|0|0|0|0|0|0|0|0|21
P26365|55|27|2|9|16|17|10|7|0|0|3|3|1|1|0|1|1|0|100
P26458|27|8|0|7|7|15|5|10|1|0|1|1|0|0|0|1|1|0|50
P26459|16|8|4|2|13|6|0|6|1|0|2|2|1|1|0|0|0|1|35
P26602|6|4|0|1|1|2|0|2|1|0|0|0|0|0|0|0|0|0|9
P26612|12|4|3|5|7|17|6|11|0|0|4|4|0|3|0|1|1|0|39
P26616|55|17|3|7|27|9|3|6|0|0|5|5|0|3|1|1|1|1|85
P26646|14|7|0|1|5|3|1|2|0|0|0|0|0|0|0|0|0|0|18
P26647|10|6|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|13
P26648|31|9|2|13|13|26|16|10|1|1|0|0|0|0|0|0|0|0|91
P27111|43|28|1|3|18|14|6|8|1|0|1|1|1|0|0|0|0|1|72
P27125|76|28|8|6|35|8|0|8|0|0|6|6|0|3|3|0|0|0|115
P27126|16|13|1|2|4|7|2|5|1|0|0|0|0|0|0|0|0|0|25
P27127|17|8|0|4|3|12|5|7|0|0|0|0|0|0|0|0|0|0|40
P27128|46|15|9|6|26|10|2|8|0|0|7|7|2|3|2|0|0|0|72
P27129|37|12|2|7|17|7|2|5|0|0|0|0|0|0|0|0|0|0|63
P27238|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P27240|16|11|2|3|7|6|3|3|0|1|2|2|0|1|1|0|0|0|26
P27241|8|2|0|5|2|3|0|3|1|0|0|0|0|0|0|0|0|1|19
P27242|60|34|3|13|29|25|11|14|4|0|4|4|2|1|0|1|1|0|108
P27243|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P27245|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P27247|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P27248|45|14|8|5|35|28|9|19|1|0|5|5|1|3|1|0|0|0|87
P27249|6|3|3|9|6|11|2|9|2|0|1|1|0|1|0|0|0|0|28
P27250|14|7|1|3|5|5|1|4|1|0|1|1|1|0|0|0|0|0|29
P27253|62|21|3|28|31|51|19|32|3|3|5|5|0|1|0|3|3|0|158
P27254|31|23|1|2|13|16|9|7|0|0|0|0|0|0|0|0|0|1|56
P27278|40|16|3|3|27|22|5|17|1|0|3|3|0|1|2|0|0|1|79
P27294|6|3|2|1|5|4|2|2|0|0|1|1|1|0|0|0|0|0|11
P27296|26|7|3|14|19|28|9|19|4|0|1|1|0|0|1|0|0|0|74
P27298|11|2|2|2|9|5|1|4|0|0|2|2|0|2|0|0|0|0|20
P27300|42|19|3|11|17|13|4|9|0|1|0|0|0|0|0|0|0|0|76
P27302|96|55|8|23|40|51|13|38|5|2|3|3|1|1|1|0|0|0|199
P27303|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P27305|45|25|0|5|21|15|4|11|2|0|0|0|0|0|0|0|0|0|70
P27306|24|11|2|11|16|19|6|13|0|2|1|1|0|0|0|0|0|0|63
P27375|15|4|3|1|12|2|0|2|1|0|2|2|0|2|0|0|0|0|19
P27431|45|19|8|11|30|24|10|14|0|0|3|3|2|1|0|0|0|0|90
P27550|20|5|7|6|16|7|3|4|1|0|2|2|0|1|1|0|0|0|39
P27828|12|8|0|5|2|6|2|4|2|0|0|0|0|0|0|0|0|0|25
P27829|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P27830|11|7|0|5|3|12|4|8|2|0|0|0|0|0|0|0|0|0|33
P27832|12|4|7|4|12|11|3|8|0|0|5|5|3|1|0|1|1|0|30
P27833|66|21|10|14|49|29|14|15|1|2|7|7|2|1|4|0|0|0|148
P27835|5|3|5|5|5|7|2|5|2|0|5|5|3|2|0|0|0|0|17
P27836|15|5|1|6|9|14|3|11|0|0|1|1|0|0|1|0|0|1|41
P27837|247|105|17|14|132|45|18|27|1|0|14|14|5|3|0|6|6|1|375
P27840|33|17|3|4|14|5|2|3|1|0|1|1|0|0|1|0|0|0|56
P27844|58|28|6|9|29|13|5|8|2|0|6|6|3|2|1|0|0|0|96
P27848|3|1|2|3|5|5|2|3|0|0|1|1|0|0|0|1|1|0|12
P27859|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P27862|0|0|0|0|0|3|1|2|0|0|0|0|0|0|0|0|0|0|3
P28246|128|59|4|6|59|24|7|17|1|0|2|2|1|1|0|0|0|0|176
P28248|13|4|2|4|4|8|6|2|1|0|0|0|0|0|0|0|0|0|32
P28304|8|1|1|0|6|2|0|2|0|0|0|0|0|0|0|0|0|0|10
P28305|10|8|0|1|3|6|0|6|1|0|1|1|0|0|0|0|0|0|19
P28306|19|9|2|4|9|15|8|7|0|1|2|2|1|0|0|1|1|0|42
P28629|63|16|6|9|41|40|11|29|0|0|7|7|1|2|3|1|1|2|143
P28630|7|3|0|2|1|1|0|1|0|0|0|0|0|0|0|0|0|0|12
P28631|3|3|0|0|2|3|1|2|0|0|0|0|0|0|0|0|0|0|6
P28632|13|8|0|1|8|3|1|2|0|0|0|0|0|0|0|0|0|0|17
P28634|9|0|0|4|5|7|0|7|0|0|1|1|0|0|1|0|0|0|21
P28635|39|19|1|4|19|13|8|5|1|0|2|2|0|0|2|0|0|0|71
P28638|7|3|3|2|5|2|1|1|0|0|1|1|0|1|0|0|0|0|14
P28696|2|0|0|1|2|3|2|1|0|0|0|0|0|0|0|0|0|0|6
P28721|12|1|1|1|10|2|1|1|0|0|1|1|0|0|0|1|1|0|17
P28861|17|1|0|1|11|4|2|2|0|0|2|2|0|0|0|2|2|0|27
P28903|18|9|0|7|11|13|5|8|0|0|0|0|0|0|0|0|0|0|42
P28904|13|5|3|3|10|11|5|6|0|0|1|1|0|1|0|0|0|0|33
P28905|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|2
P28912|3|2|1|1|5|7|3|4|0|0|0|0|0|0|0|0|0|0|13
P28915|3|1|1|0|3|1|0|1|0|0|1|1|0|1|0|0|0|0|4
P28917|3|2|1|1|5|7|3|4|0|0|0|0|0|0|0|0|0|0|13
P29012|11|3|1|2|6|4|0|4|1|0|1|1|0|0|1|0|0|1|21
P29013|24|11|2|3|14|4|2|2|0|0|0|0|0|0|0|0|0|0|39
P29018|5|2|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|9
P29208|34|11|0|6|13|7|3|4|0|0|1|1|0|0|1|0|0|0|51
P29217|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P29680|7|1|0|1|5|4|1|3|0|0|0|0|0|0|0|0|0|0|12
P29745|101|55|3|15|38|56|25|31|1|4|2|2|0|1|0|0|0|1|211
P30011|10|4|0|3|2|9|4|5|0|0|1|1|0|0|1|0|0|0|22
P30014|10|7|1|1|2|5|4|1|0|0|0|0|0|0|0|0|0|0|16
P30015|30|19|1|14|15|39|21|18|2|1|0|0|0|0|0|0|0|0|90
P30125|14|8|0|2|5|7|6|1|0|0|0|0|0|0|0|0|0|0|26
P30126|3|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P30128|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P30130|1|0|0|4|1|7|2|5|0|0|0|0|0|0|0|0|0|0|18
P30131|87|35|6|9|42|35|10|25|1|0|2|2|1|1|0|0|0|0|159
P30136|36|7|3|12|18|32|14|18|3|0|1|1|0|0|1|0|0|0|85
P30137|16|5|1|2|7|4|0|4|0|0|0|0|0|0|0|0|0|0|22
P30138|20|9|0|1|3|7|2|5|0|0|1|1|0|0|1|0|0|0|33
P30139|9|6|0|0|0|5|1|4|0|0|0|0|0|0|0|0|0|0|14
P30140|63|21|12|14|39|50|16|34|2|1|1|1|0|1|0|0|0|1|158
P30143|214|107|14|16|82|26|9|17|1|0|8|8|6|0|1|1|1|1|354
P30147|3|3|1|0|2|1|1|0|0|0|1|1|1|0|0|0|0|0|5
P30177|48|26|0|7|11|9|5|4|1|0|1|1|0|0|1|0|0|0|80
P30178|10|3|0|2|4|7|2|5|0|0|0|0|0|0|0|0|0|0|19
P30235|18|11|0|6|1|6|6|0|0|0|0|0|0|0|0|0|0|0|37
P30744|1|0|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|1
P30745|36|17|0|9|14|12|4|8|0|0|2|2|0|0|0|2|2|0|65
P30749|10|5|0|3|5|13|1|12|1|0|0|0|0|0|0|0|0|0|26
P30750|7|3|0|3|2|4|1|3|0|0|0|0|0|0|0|0|0|0|21
P30845|114|46|5|25|56|60|33|27|1|2|10|10|1|2|3|3|3|0|241
P30847|13|5|1|2|4|6|3|3|0|0|1|1|1|0|0|0|0|0|21
P30850|53|27|1|12|25|33|16|17|5|0|1|1|1|0|0|0|0|0|112
P30852|24|10|0|1|15|9|6|3|0|0|0|0|0|0|0|0|0|0|35
P30855|109|48|4|12|50|31|11|20|1|0|7|7|0|1|4|2|2|1|200
P30859|55|25|13|8|33|23|16|7|0|2|10|10|4|5|0|1|1|0|95
P30860|57|23|13|5|38|30|23|7|0|0|10|10|3|5|1|1|1|0|101
P30863|11|4|0|1|3|3|1|2|0|0|0|0|0|0|0|0|0|0|16
P30864|29|16|7|7|22|11|4|7|2|0|6|6|3|3|0|0|0|0|55
P30866|24|7|3|3|15|9|2|7|1|0|1|1|0|0|1|0|0|1|39
P30870|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P30871|33|10|2|18|14|22|5|17|3|1|1|1|0|1|0|0|0|0|86
P30958|41|21|2|22|19|16|6|10|1|1|1|1|1|0|0|0|0|0|94
P30979|38|27|1|0|17|6|1|5|0|0|1|1|1|0|0|0|0|0|44
P31057|7|6|2|2|5|4|1|3|0|0|2|2|2|0|0|0|0|0|18
P31058|1|0|0|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|5
P31060|4|3|0|1|5|4|1|3|0|0|0|0|0|0|0|0|0|0|10
P31061|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P31062|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P31063|16|4|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|17
P31064|206|82|18|8|105|39|13|26|1|1|8|8|3|4|1|0|0|0|298
P31069|4|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P31119|27|18|1|4|9|9|4|5|0|0|1|1|1|0|0|0|0|0|48
P31120|15|11|0|2|6|7|2|5|1|0|0|0|0|0|0|0|0|1|29
P31122|127|63|5|4|55|38|10|28|0|0|4|4|3|0|1|0|0|0|193
P31125|62|37|1|3|20|13|5|8|0|0|1|1|1|0|0|0|0|0|93
P31126|99|37|11|10|53|16|5|11|4|1|7|7|3|3|0|1|1|0|148
P31129|10|1|0|2|8|6|0|6|1|0|1|1|0|0|0|1|1|0|19
P31131|3|3|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|5
P31133|63|15|10|19|38|30|16|14|2|4|3|3|1|1|1|0|0|0|130
P31134|13|9|1|2|4|3|1|2|0|0|0|0|0|0|0|0|0|0|31
P31135|5|0|1|0|4|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P31142|100|31|7|12|57|49|20|29|1|0|3|3|3|0|0|0|0|0|173
P31572|32|12|3|8|17|21|6|15|2|0|1|1|0|1|0|0|0|3|76
P31574|40|17|1|8|5|25|15|10|1|1|0|0|0|0|0|0|0|0|85
P31658|39|14|3|4|22|26|14|12|1|0|1|1|0|1|0|0|0|0|79
P31660|22|10|0|8|12|12|5|7|2|1|0|0|0|0|0|0|0|1|58
P31663|11|5|1|3|5|10|4|6|0|0|1|1|0|0|0|1|1|0|30
P31666|61|25|3|15|26|30|4|26|2|0|2|2|0|0|1|1|1|0|132
P31675|115|50|10|7|48|23|6|17|1|0|6|6|3|2|0|1|1|0|162
P31677|22|8|2|6|12|26|7|19|0|0|0|0|0|0|0|0|0|0|55
P31678|10|6|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|13
P31679|134|50|6|15|55|44|16|28|3|0|4|4|0|1|1|2|2|1|225
P31680|3|3|0|4|0|2|2|0|0|0|0|0|0|0|0|0|0|1|15
P31697|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P31801|206|108|9|9|74|36|10|26|3|0|8|8|2|2|1|3|3|0|310
P31802|9|8|0|2|0|3|2|1|0|0|0|0|0|0|0|0|0|0|16
P31806|36|14|0|2|2|18|8|10|0|0|0|0|0|0|0|0|0|0|69
P31808|14|2|2|0|8|3|2|1|0|0|0|0|0|0|0|0|0|0|25
P31825|11|7|0|3|2|3|0|3|1|0|0|0|0|0|0|0|0|0|19
P31826|6|1|1|4|4|5|0|5|3|0|0|0|0|0|0|0|0|0|18
P31827|5|2|1|1|3|2|1|1|1|0|0|0|0|0|0|0|0|0|8
P31828|19|4|0|24|8|24|12|12|3|3|0|0|0|0|0|0|0|0|85
P31979|41|16|2|6|14|10|6|4|2|1|3|3|0|2|1|0|0|0|61
P32051|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P32053|3|0|0|3|3|10|1|9|1|0|0|0|0|0|0|0|0|0|23
P32055|8|5|0|1|2|5|5|0|0|0|0|0|0|0|0|0|0|0|14
P32056|16|3|7|4|19|14|4|10|0|0|2|2|1|1|0|0|0|0|39
P32057|13|13|0|10|2|5|1|4|1|0|0|0|0|0|0|0|0|0|31
P32099|12|2|2|8|10|9|4|5|1|0|1|1|0|0|0|1|1|0|32
P32125|19|16|0|2|2|5|1|4|0|0|0|0|0|0|0|0|0|0|31
P32129|15|10|2|0|7|2|2|0|0|0|0|0|0|0|0|0|0|0|20
P32131|34|14|5|5|25|14|7|7|0|0|3|3|0|2|0|1|1|0|67
P32134|9|7|0|6|0|8|0|8|1|0|0|0|0|0|0|0|0|0|29
P32135|116|44|6|8|48|28|11|17|0|0|7|7|2|2|2|1|1|0|186
P32136|58|21|7|3|35|16|9|7|0|0|7|7|3|3|1|0|0|0|103
P32138|38|9|5|14|24|35|16|19|0|1|0|0|0|0|0|0|0|0|109
P32139|2|0|1|6|3|4|0|4|2|0|0|0|0|0|0|0|0|0|13
P32140|7|1|6|1|7|2|2|0|0|0|4|4|0|4|0|0|0|1|17
P32141|19|14|1|1|8|2|0|2|0|0|0|0|0|0|0|0|0|1|29
P32143|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P32144|15|9|0|0|3|5|5|0|0|0|0|0|0|0|0|0|0|0|27
P32152|36|30|1|9|15|10|2|8|0|1|0|0|0|0|0|0|0|0|67
P32153|80|54|1|17|19|50|24|26|1|3|0|0|0|0|0|0|0|1|189
P32154|16|13|0|1|4|5|0|5|0|0|0|0|0|0|0|0|0|0|23
P32156|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P32157|28|14|2|10|24|22|3|19|1|0|4|4|2|0|1|0|0|0|72
P32160|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P32167|29|6|4|4|14|12|3|9|0|0|5|5|0|3|0|1|1|0|57
P32169|10|5|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P32170|50|12|0|6|25|24|6|18|4|0|1|1|0|0|0|1|1|0|91
P32171|11|6|1|9|3|8|4|4|1|1|0|0|0|0|0|0|0|1|44
P32173|25|14|1|6|6|6|2|4|0|0|0|0|0|0|0|0|0|0|45
P32177|8|1|0|2|1|9|5|4|1|0|0|0|0|0|0|0|0|0|20
P32662|12|7|1|1|3|5|1|4|0|0|1|1|0|1|0|0|0|0|19
P32664|11|6|1|1|7|7|1|6|0|0|0|0|0|0|0|0|0|0|21
P32668|6|2|0|1|4|4|1|3|0|0|0|0|0|0|0|0|0|0|18
P32669|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P32670|10|6|0|1|0|3|1|2|0|0|0|0|0|0|0|0|0|0|21
P32672|12|3|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P32674|40|25|1|3|18|28|13|15|1|0|1|1|1|0|0|0|0|1|85
P32675|34|11|1|4|13|16|8|8|0|2|1|1|1|0|0|0|0|0|57
P32677|16|6|0|2|9|3|1|2|0|0|1|1|0|0|1|0|0|0|26
P32681|7|2|2|1|5|6|0|6|0|0|0|0|0|0|0|0|0|0|16
P32684|2|0|1|3|3|4|0|4|0|0|0|0|0|0|0|0|0|0|9
P32688|29|15|0|8|5|11|5|6|1|0|0|0|0|0|0|0|0|0|56
P32689|10|2|1|2|7|7|1|6|0|0|1|1|0|1|0|0|0|0|26
P32695|25|14|6|11|16|13|2|11|2|0|2|2|0|0|0|1|1|0|55
P32701|13|8|0|0|6|3|0|3|0|0|0|0|0|0|0|0|0|0|19
P32703|104|59|0|8|24|19|12|7|1|1|0|0|0|0|0|0|0|0|139
P32705|230|130|11|19|96|50|13|37|2|0|14|14|7|2|1|4|4|2|389
P32709|11|5|2|2|4|8|5|3|1|0|3|3|1|1|1|0|0|0|23
P32710|3|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|6
P32711|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P32714|67|31|3|4|28|24|15|9|0|2|2|2|1|0|1|0|0|0|104
P32715|45|27|3|3|22|11|1|10|0|0|3|3|1|1|1|0|0|0|76
P32717|39|7|2|4|16|25|5|20|1|0|2|2|0|1|1|0|0|1|83
P32718|4|4|0|1|2|3|0|3|0|0|0|0|0|0|0|0|0|0|9
P32719|3|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P32720|64|22|1|1|21|1|0|1|0|0|1|1|0|1|0|0|0|0|73
P32721|7|2|0|1|4|7|1|6|0|0|0|0|0|0|0|0|0|0|17
P33012|22|10|4|1|15|8|8|0|0|0|1|1|0|1|0|0|0|0|31
P33013|13|4|1|7|9|14|6|8|0|0|0|0|0|0|0|0|0|2|46
P33015|141|52|10|6|58|16|6|10|0|0|3|3|0|3|0|0|0|0|206
P33018|20|14|3|7|7|9|4|5|0|1|1|1|0|1|0|0|0|0|41
P33020|21|12|0|7|3|8|6|2|0|0|0|0|0|0|0|0|0|0|44
P33021|3|1|0|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P33022|43|19|2|4|17|21|8|13|0|0|2|2|0|1|1|0|0|0|89
